trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,instr1.started,instr1.stopped,instr1Resp.keys,instr1Resp.rt,instr1Resp.started,instr1Resp.stopped,fix1.started,fix1.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial1Skip.keys,trial1Skip.started,trial1Skip.stopped,instr2.started,instr2.stopped,instr2Resp.keys,instr2Resp.rt,instr2Resp.started,instr2Resp.stopped,fix2.started,fix2.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Skip.keys,trial2Skip.started,trial2Skip.stopped,trial2Skip.rt,instr3.started,instr3.stopped,instr3Resp.keys,instr3Resp.rt,instr3Resp.started,instr3Resp.stopped,fix3.started,fix3.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,trial3Skip.keys,trial3Skip.started,trial3Skip.stopped,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,14.471399900037795,None,space,1.4686428001150489,14.471399900037795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_07_1422,mReversalAlpha2,2020.1.3,59.99322070047215,
0,0,0,0,,,,,,,,,,,,,,,15.967632899992168,None,"[-0.359375, -0.40234375, -0.4114583333333333, -0.4283854166666667, -0.4427083333333333, -0.4518229166666667, -0.4518229166666667, -0.4348958333333333, -0.4270833333333333, -0.4270833333333333, -0.4309895833333333, -0.4388020833333333, -0.4388020833333333, -0.4388020833333333, -0.4440104166666667, -0.44921875, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4518229166666667, -0.4270833333333333, -0.2734375, -0.16015625, -0.13411458333333334, -0.12630208333333334, -0.12239583333333333, -0.12239583333333333, -0.12239583333333333, -0.11979166666666667, -0.11848958333333333, -0.11588541666666667, -0.11328125, -0.11067708333333333, -0.10026041666666667, -0.09635416666666667, -0.09505208333333333, -0.09375, -0.09375, -0.09375, -0.09375, -0.09375, -0.09375, -0.08854166666666667, -0.08463541666666667, -0.07942708333333333, -0.07421875, -0.061197916666666664, -0.036458333333333336, -0.026041666666666668, -0.020833333333333332, -0.018229166666666668, -0.016927083333333332, -0.015625, -0.01171875, -0.009114583333333334, -0.0078125, -0.005208333333333333, -0.00390625, -0.0026041666666666665, -0.0013020833333333333, -0.0013020833333333333, 0.0013020833333333333, 0.00390625, 0.005208333333333333, 0.006510416666666667, 0.006510416666666667, 0.006510416666666667, 0.006510416666666667, 0.006510416666666667, 0.01171875, 0.026041666666666668, 0.044270833333333336, 0.0859375, 0.12760416666666666, 0.16536458333333334, 0.19791666666666666, 0.21614583333333334, 0.2265625, 0.23307291666666666, 0.23567708333333334, 0.23567708333333334, 0.23697916666666666, 0.23958333333333334, 0.24609375, 0.2526041666666667, 0.2591145833333333, 0.2760416666666667, 0.2864583333333333, 0.2916666666666667, 0.2981770833333333, 0.3020833333333333, 0.3059895833333333, 0.30859375, 0.3098958333333333, 0.3098958333333333, 0.3125, 0.3151041666666667, 0.3203125, 0.3255208333333333, 0.3294270833333333, 0.3333333333333333, 0.3359375, 0.3372395833333333, 0.3385416666666667, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.33984375, 0.3385416666666667, 0.3307291666666667, 0.31640625, 0.296875, 0.2825520833333333, 0.2669270833333333, 0.25, 0.21484375, 0.19010416666666666, 0.16796875, 0.15104166666666666, 0.140625, 0.12890625, 0.11979166666666667, 0.10416666666666667, 0.09635416666666667, 0.08723958333333333, 0.07942708333333333, 0.06770833333333333, 0.057291666666666664, 0.049479166666666664, 0.04296875, 0.040364583333333336, 0.036458333333333336, 0.032552083333333336, 0.029947916666666668, 0.028645833333333332, 0.02734375, 0.020833333333333332]","[0.18619791666666666, 0.15885416666666666, 0.15104166666666666, 0.13151041666666666, 0.10416666666666667, 0.06770833333333333, 0.00390625, -0.07682291666666667, -0.11197916666666667, -0.14453125, -0.17708333333333334, -0.19401041666666666, -0.19661458333333334, -0.19661458333333334, -0.1953125, -0.19270833333333334, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19140625, -0.19010416666666666, -0.18489583333333334, -0.16927083333333334, -0.14322916666666666, -0.08984375, -0.028645833333333332, 0.010416666666666666, 0.018229166666666668, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.022135416666666668, 0.024739583333333332, 0.024739583333333332, 0.024739583333333332, 0.024739583333333332, 0.0234375, 0.013020833333333334, 0.009114583333333334, 0.0078125, 0.006510416666666667, 0.006510416666666667, 0.005208333333333333, 0.0026041666666666665, 0.0013020833333333333, 0.0, 0.0, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.00390625, -0.00390625, -0.005208333333333333, -0.005208333333333333, -0.005208333333333333, -0.005208333333333333, -0.00390625, 0.0013020833333333333, 0.024739583333333332, 0.052083333333333336, 0.08463541666666667, 0.1015625, 0.11067708333333333, 0.11848958333333333, 0.12369791666666667, 0.125, 0.12630208333333334, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12890625, 0.13411458333333334, 0.14192708333333334, 0.14713541666666666, 0.14973958333333334, 0.15494791666666666, 0.15755208333333334, 0.16015625, 0.16145833333333334, 0.16145833333333334, 0.1640625, 0.16536458333333334, 0.16796875, 0.17057291666666666, 0.17317708333333334, 0.17708333333333334, 0.1796875, 0.18229166666666666, 0.18489583333333334, 0.18619791666666666, 0.1875, 0.18880208333333334, 0.18880208333333334, 0.18880208333333334, 0.19010416666666666, 0.19010416666666666, 0.19010416666666666, 0.19010416666666666, 0.19140625, 0.19140625, 0.19140625, 0.19140625, 0.19140625, 0.19140625, 0.19140625, 0.18880208333333334, 0.18359375, 0.17447916666666666, 0.15885416666666666, 0.14192708333333334, 0.11328125, 0.09765625, 0.08333333333333333, 0.07291666666666667, 0.06380208333333333, 0.057291666666666664, 0.052083333333333336, 0.04296875, 0.040364583333333336, 0.037760416666666664, 0.033854166666666664, 0.028645833333333332, 0.020833333333333332, 0.016927083333333332, 0.013020833333333334, 0.01171875, 0.01171875, 0.010416666666666666, 0.009114583333333334, 0.009114583333333334, 0.009114583333333334, 0.0078125]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0057378001511096954, 0.019390600034967065, 0.03157470002770424, 0.04751319997012615, 0.06386839994229376, 0.08065060013905168, 0.09722480014897883, 0.11404439993202686, 0.1305539000313729, 0.1473875001538545, 0.1639517000876367, 0.1809153000358492, 0.19697719998657703, 0.2138594000134617, 0.2306558999698609, 0.24708619993180037, 0.2636285999324173, 0.2802204000763595, 0.29692590003833175, 0.3135236999951303, 0.3301679000724107, 0.3469293999951333, 0.36359530012123287, 0.3801307000685483, 0.397164500085637, 0.4139835999812931, 0.4302920999471098, 0.4471472001168877, 0.463759700069204, 0.4804227000568062, 0.4975115000270307, 0.5138083000201732, 0.5304755999241024, 0.5471330001018941, 0.5638103000819683, 0.580130800139159, 0.5974276000633836, 0.6137153999879956, 0.6304927000310272, 0.6471033999696374, 0.6639457999262959, 0.68009930010885, 0.6969701999332756, 0.7135079000145197, 0.7300730999559164, 0.7468473000917584, 0.7639928001444787, 0.7804138001520187, 0.7975616999901831, 0.8137038999702781, 0.8303930000402033, 0.8471452000085264, 0.8639464001171291, 0.880739799933508, 0.8973129000514746, 0.9136862999293953, 0.930437000002712, 0.9471210001502186, 0.9638269001152366, 0.9801432001404464, 0.9971060000825673, 1.0135687999427319, 1.0303877999540418, 1.0470038000494242, 1.0633674999698997, 1.0803201999515295, 1.0968961000908166, 1.1136722001247108, 1.1302581001073122, 1.1467550999950618, 1.1633171001449227, 1.1799646001309156, 1.1967462000902742, 1.2135149000678211, 1.2303840001113713, 1.2473166000563651, 1.263842900050804, 1.2802788000553846, 1.2968943000305444, 1.3137682999949902, 1.3301453001331538, 1.3469434999860823, 1.3636626000516117, 1.3802515000570565, 1.3966713999398053, 1.413498500129208, 1.430188300088048, 1.446841900004074, 1.463606100063771, 1.480105800088495, 1.4967585999984294, 1.5141623001545668, 1.530215400038287, 1.5467777999583632, 1.563580800080672, 1.580019700108096, 1.5968238001223654, 1.6132382999639958, 1.6301883000414819, 1.646527900127694, 1.663474200060591, 1.6801569000817835, 1.6969860999379307, 1.7142136001493782, 1.730190300149843, 1.7467416001018137, 1.7634217001032084, 1.7800938999280334, 1.7967165999580175, 1.8134519001469016, 1.829795200144872, 1.8464659000746906, 1.8631313000805676, 1.8798237999435514, 1.8965056000743061, 1.9131017001345754, 1.9302566000260413, 1.9465173999778926, 1.9630649001337588, 1.979736000066623, 1.9963853999506682, 2.0134660000912845, 2.0305151999928057, 2.0468735001049936, 2.0635751001536846, 2.0801546999718994, 2.096665699966252, 2.1134220000822097, 2.1301862001419067, 2.1468422000762075, 2.163490900071338, 2.1802217999938875, 2.196584800025448, 2.2134273000992835, 2.2299800000619143, 2.24678559997119, 2.2636384000070393, 2.280199200147763, 2.2966314000077546, 2.3134282999671996, 2.329890500055626, 2.3466924000531435, 2.3634429001249373, 2.3799099000170827, 2.3966020001098514, 2.413504699943587, 2.429905500030145, 2.4466246999800205, 2.4633021000772715, 2.4801698999945074, 2.4966317999642342]",16.971617199946195,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",30,16.971617199946195,None,16.971617199946195,None,16.971617199946195,None,16.971617199946195,None,None,16.971617199946195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_07_1422,mReversalAlpha2,2020.1.3,59.99322070047215,
1,0,1,0,,,,,,,,,,,,,,,,,"[0.01953125, 0.010416666666666666, 0.006510416666666667, 0.0026041666666666665, 0.0, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, -0.0026041666666666665, 0.0, 0.005208333333333333, 0.026041666666666668, 0.048177083333333336, 0.08072916666666667, 0.10677083333333333, 0.13151041666666666, 0.14713541666666666, 0.15625, 0.16145833333333334, 0.16145833333333334, 0.16015625, 0.16015625, 0.15625, 0.15494791666666666, 0.15234375, 0.15104166666666666, 0.14973958333333334, 0.14973958333333334, 0.14973958333333334, 0.15234375, 0.15625, 0.16015625, 0.16796875, 0.17057291666666666, 0.17317708333333334, 0.17447916666666666, 0.17447916666666666, 0.17578125, 0.1796875, 0.1875, 0.1953125, 0.20182291666666666, 0.20442708333333334, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20572916666666666, 0.20703125, 0.20703125, 0.20703125, 0.20703125, 0.20442708333333334, 0.19401041666666666, 0.1796875, 0.16927083333333334, 0.15494791666666666, 0.12760416666666666, 0.10807291666666667, 0.08854166666666667, 0.07552083333333333, 0.06640625, 0.05859375, 0.0546875, 0.05078125, 0.05078125, 0.05078125, 0.052083333333333336, 0.0546875, 0.055989583333333336, 0.05859375, 0.059895833333333336, 0.059895833333333336, 0.059895833333333336, 0.055989583333333336, 0.052083333333333336, 0.041666666666666664, 0.037760416666666664, 0.02734375, 0.024739583333333332, 0.020833333333333332, 0.016927083333333332]","[0.0078125, 0.005208333333333333, 0.005208333333333333, 0.00390625, 0.0013020833333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013020833333333333, 0.01171875, 0.02734375, 0.052083333333333336, 0.08203125, 0.12630208333333334, 0.16536458333333334, 0.20703125, 0.23177083333333334, 0.2552083333333333, 0.28125, 0.296875, 0.30859375, 0.3151041666666667, 0.3203125, 0.3268229166666667, 0.3307291666666667, 0.3359375, 0.3372395833333333, 0.33984375, 0.3424479166666667, 0.34765625, 0.3515625, 0.3541666666666667, 0.3619791666666667, 0.3658854166666667, 0.3671875, 0.3671875, 0.3671875, 0.3671875, 0.3671875, 0.3645833333333333, 0.359375, 0.3580729166666667, 0.3567708333333333, 0.35546875, 0.35546875, 0.35546875, 0.35546875, 0.35546875, 0.35546875, 0.35546875, 0.35546875, 0.35546875, 0.3541666666666667, 0.3515625, 0.3463541666666667, 0.3450520833333333, 0.34375, 0.34375, 0.3411458333333333, 0.3346354166666667, 0.328125, 0.3190104166666667, 0.3046875, 0.2734375, 0.24739583333333334, 0.21875, 0.1875, 0.15755208333333334, 0.1328125, 0.11197916666666667, 0.09244791666666667, 0.08463541666666667, 0.07942708333333333, 0.07291666666666667, 0.06640625, 0.061197916666666664, 0.0546875, 0.046875, 0.040364583333333336, 0.032552083333333336, 0.026041666666666668, 0.020833333333333332, 0.0078125, 0.00390625, -0.006510416666666667, -0.010416666666666666, -0.013020833333333334, -0.016927083333333332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005676299799233675, 0.016669999808073044, 0.03476319997571409, 0.050496399868279696, 0.06741639995016158, 0.08356759999878705, 0.10031469981186092, 0.11694109998643398, 0.13395769987255335, 0.1502378999721259, 0.16696209996007383, 0.18352459999732673, 0.2001927997916937, 0.21697959979064763, 0.23374579986557364, 0.25078090000897646, 0.2677790999878198, 0.28395249997265637, 0.3006130999419838, 0.3174154998268932, 0.33392439992167056, 0.35075500002130866, 0.3672137998510152, 0.38376379990950227, 0.4003686998039484, 0.4172202998306602, 0.4338883999735117, 0.4508128999732435, 0.46720049995929, 0.48414039984345436, 0.5004643998108804, 0.5171435999218374, 0.5337533999700099, 0.5507669998332858, 0.5671603998634964, 0.5837220000103116, 0.6005368998739868, 0.6171877000015229, 0.6336258000228554, 0.6509223999455571, 0.6670146000105888, 0.6836084998212755, 0.7003955999389291, 0.7171853999607265, 0.7338389998767525, 0.7504024999216199, 0.767035499913618, 0.7838372997939587, 0.800305699929595, 0.8168709999881685, 0.8333485999610275, 0.8500319998711348, 0.8666482998523861, 0.8834726999048144, 0.900062499800697, 0.9167601999361068, 0.9332121999468654, 0.9503237998578697, 0.9666838999837637, 0.9836041999515146, 1.0002277998719364, 1.0169710998889059, 1.0334193999879062, 1.0503793999087065, 1.067237899871543, 1.083674699999392, 1.1007724998053163, 1.1169401998631656, 1.1335836998187006, 1.1505412999540567, 1.1673055000137538, 1.183754500001669, 1.200680600013584, 1.2168830998707563, 1.2335735999513417, 1.2501908999402076, 1.2671791999600828, 1.2836521998979151, 1.300188799854368, 1.316884299973026, 1.3335306998342276, 1.3502473998814821, 1.367313499795273, 1.383695799857378, 1.4001654998864979, 1.4167372998781502, 1.4334831999149173, 1.451480699935928, 1.4669678998179734, 1.4835279998369515, 1.500181999988854, 1.5167975998483598, 1.5334873998071998, 1.5501679999288172]",19.481796799926087,None,"[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",60,19.481796799926087,None,19.481796799926087,None,19.481796799926087,None,19.481796799926087,None,None,19.481796799926087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_07_1422,mReversalAlpha2,2020.1.3,59.99322070047215,
